"IP","Identity","User","Time","Timezone","Request","Status","Bytes","HTTP referrer","Useragent","Date"
"101.161.209.122","-","-","[04/Nov/2023:20:26:44","+0000]","GET //wp-config.templ HTTP/1.1",404,4096,"-","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:20:29:31","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:20:34:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:20:39:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"85.58.87.75","-","-","[04/Nov/2023:20:39:40","+0000]","GET //wp-config.tmp HTTP/1.1",404,4096,"-","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:20:44:30","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:20:49:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"34.140.248.32","-","-","[04/Nov/2023:20:51:55","+0000]","GET / HTTP/1.1",200,3540,"-","python-requests/2.31.0",2023-11-04
"192.53.171.56","-","-","[04/Nov/2023:20:53:10","+0000]","GET /LXHp HTTP/1.1",404,4145,"-","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)",2023-11-04
"192.53.171.56","-","-","[04/Nov/2023:20:53:11","+0000]","GET /DAqg HTTP/1.1",404,4145,"-","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:20:54:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"153.201.210.208","-","-","[04/Nov/2023:20:55:01","+0000]","GET //wp-config.txt HTTP/1.1",404,4096,"-","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:20:59:30","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:21:04:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:21:09:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"113.254.182.204","-","-","[04/Nov/2023:21:09:30","+0000]","GET //wp-config.uk HTTP/1.1",404,4096,"-","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:21:14:30","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"205.210.31.17","-","-","[04/Nov/2023:21:14:47","+0000]","GET / HTTP/1.1",200,4062,"-","-",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:21:19:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"99.245.109.184","-","-","[04/Nov/2023:21:24:19","+0000]","GET //wp-config.un~ HTTP/1.1",404,4096,"-","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:21:24:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"80.82.77.202","-","-","[04/Nov/2023:21:26:37","+0000]","GET / HTTP/1.1",400,4133,"-","-",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:21:29:30","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:21:34:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"35.159.15.192","-","-","[04/Nov/2023:21:38:04","+0000]","GET /.git/ HTTP/1.1",404,4097,"http://46.101.144.32:80/.git/","Mozilla/5.0 (Macintosh; Intel Mac OS X x.y; rv:42.0) Gecko/20100101 Firefox/42.0",2023-11-04
"184.100.81.43","-","-","[04/Nov/2023:21:39:11","+0000]","GET //wp-config.us HTTP/1.1",404,4096,"-","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:21:39:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"207.90.244.3","-","-","[04/Nov/2023:21:43:17","+0000]","GET / HTTP/1.1",200,3703,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",2023-11-04
"207.90.244.3","-","-","[04/Nov/2023:21:43:22","+0000]","\n",400,3745,"-","-",2023-11-04
"207.90.244.3","-","-","[04/Nov/2023:21:43:22","+0000]","\n",400,4181,"-","-",2023-11-04
"207.90.244.3","-","-","[04/Nov/2023:21:43:23","+0000]","\n",400,4181,"-","-",2023-11-04
"207.90.244.3","-","-","[04/Nov/2023:21:43:23","+0000]","\n",400,4181,"-","-",2023-11-04
"207.90.244.3","-","-","[04/Nov/2023:21:43:27","+0000]","GET /robots.txt HTTP/1.1",404,3719,"-","-",2023-11-04
"207.90.244.3","-","-","[04/Nov/2023:21:43:27","+0000]","GET /sitemap.xml HTTP/1.1",404,3719,"-","-",2023-11-04
"207.90.244.3","-","-","[04/Nov/2023:21:43:28","+0000]","GET /.well-known/security.txt HTTP/1.1",404,3719,"-","-",2023-11-04
"207.90.244.3","-","-","[04/Nov/2023:21:43:28","+0000]","GET /favicon.ico HTTP/1.1",404,4182,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36",2023-11-04
"207.90.244.3","-","-","[04/Nov/2023:21:43:29","+0000]","\n",400,4216,"-","-",2023-11-04
"91.92.254.89","-","-","[04/Nov/2023:21:44:19","+0000]","GET /wp-content/themes/sketch/404.php HTTP/1.1",404,3610,"-","Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:21:44:30","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"91.92.254.89","-","-","[04/Nov/2023:21:44:51","+0000]","GET /wp-content/themes/include.php HTTP/1.1",404,3610,"-","Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36",2023-11-04
"91.92.254.89","-","-","[04/Nov/2023:21:45:38","+0000]","GET /wp-content/plugins/WordPressCore/include.php HTTP/1.1",404,3610,"-","Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36",2023-11-04
"91.92.254.89","-","-","[04/Nov/2023:21:46:03","+0000]","GET /wp-includes/widgets/include.php HTTP/1.1",404,3610,"-","Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36",2023-11-04
"91.92.254.89","-","-","[04/Nov/2023:21:46:31","+0000]","GET /wp-content/plugins/include.php HTTP/1.1",404,3610,"-","Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36",2023-11-04
"91.92.254.89","-","-","[04/Nov/2023:21:46:52","+0000]","GET /wp-includes/images/include.php HTTP/1.1",404,3610,"-","Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36",2023-11-04
"91.92.254.89","-","-","[04/Nov/2023:21:47:17","+0000]","GET /wp-content/plugins/core-plugin/include.php HTTP/1.1",404,3610,"-","Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36",2023-11-04
"192.185.81.131","-","-","[04/Nov/2023:21:47:37","+0000]","GET /wp-content/plugins/asdmar/ava.php HTTP/1.1",404,4172,"http://talmedos.com/wp-content/plugins/asdmar/ava.php","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:21:49:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:21:54:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"59.126.157.45","-","-","[04/Nov/2023:21:54:48","+0000]","GET //wp-config.vb HTTP/1.1",404,4096,"-","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:21:59:30","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"69.167.38.40","-","-","[04/Nov/2023:21:59:51","+0000]","HEAD /wordpress HTTP/1.1",404,3393,"http://talmedos.com/wordpress","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",2023-11-04
"69.167.38.40","-","-","[04/Nov/2023:21:59:52","+0000]","HEAD / HTTP/1.1",200,157,"http://talmedos.com/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",2023-11-04
"69.167.38.40","-","-","[04/Nov/2023:21:59:52","+0000]","HEAD /wp HTTP/1.1",404,169,"http://talmedos.com/wp","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",2023-11-04
"69.167.38.40","-","-","[04/Nov/2023:21:59:52","+0000]","HEAD /bc HTTP/1.1",404,169,"http://talmedos.com/bc","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",2023-11-04
"69.167.38.40","-","-","[04/Nov/2023:21:59:52","+0000]","HEAD /bk HTTP/1.1",404,169,"http://talmedos.com/bk","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",2023-11-04
"69.167.38.40","-","-","[04/Nov/2023:21:59:53","+0000]","HEAD /backup HTTP/1.1",404,169,"http://talmedos.com/backup","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",2023-11-04
"69.167.38.40","-","-","[04/Nov/2023:21:59:53","+0000]","HEAD /old HTTP/1.1",404,169,"http://talmedos.com/old","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",2023-11-04
"69.167.38.40","-","-","[04/Nov/2023:21:59:53","+0000]","HEAD /new HTTP/1.1",404,169,"http://talmedos.com/new","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",2023-11-04
"69.167.38.40","-","-","[04/Nov/2023:21:59:54","+0000]","HEAD /main HTTP/1.1",404,169,"http://talmedos.com/main","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",2023-11-04
"69.167.38.40","-","-","[04/Nov/2023:21:59:54","+0000]","HEAD /home HTTP/1.1",404,169,"http://talmedos.com/home","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:22:04:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:22:09:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"203.234.128.134","-","-","[04/Nov/2023:22:10:08","+0000]","GET //wp-config.vbproj HTTP/1.1",404,4096,"-","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:22:14:30","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:22:19:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:22:24:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"202.189.203.90","-","-","[04/Nov/2023:22:25:25","+0000]","GET //wp-config.vi HTTP/1.1",404,4096,"-","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0",2023-11-04
"107.170.232.38","-","-","[04/Nov/2023:22:28:52","+0000]","GET / HTTP/1.0",400,627,"-","-",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:22:29:30","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:22:34:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:22:39:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"85.66.126.245","-","-","[04/Nov/2023:22:44:10","+0000]","GET //wp-config_backup HTTP/1.1",404,4096,"-","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:22:44:30","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:22:49:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:22:54:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"183.2.185.59","-","-","[04/Nov/2023:22:57:55","+0000]","GET / HTTP/1.1",200,3539,"-","curl/8.4.0",2023-11-04
"183.2.185.59","-","-","[04/Nov/2023:22:57:57","+0000]","GET /docs/_sidebar.md HTTP/1.1",404,3558,"-","curl/8.4.0",2023-11-04
"183.2.185.59","-","-","[04/Nov/2023:22:57:58","+0000]","GET /staff HTTP/1.1",404,3558,"-","curl/8.4.0",2023-11-04
"183.2.185.59","-","-","[04/Nov/2023:22:57:59","+0000]","GET /tos HTTP/1.1",404,3558,"-","curl/8.4.0",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:22:59:30","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:23:04:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:23:09:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"45.61.186.18","-","-","[04/Nov/2023:23:10:24","+0000]","GET /wp-login.php HTTP/1.1",404,3610,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",2023-11-04
"83.97.73.87","-","-","[04/Nov/2023:23:10:57","+0000]","GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1",200,4026,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:23:14:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:23:19:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:23:24:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"40.77.167.101","-","-","[04/Nov/2023:23:24:52","+0000]","GET /robots.txt HTTP/1.1",404,4309,"-","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36",2023-11-04
"40.77.167.254","-","-","[04/Nov/2023:23:25:04","+0000]","GET /?page_id=30 HTTP/1.1",200,4183,"-","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:23:29:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:23:34:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"42.200.198.144","-","-","[04/Nov/2023:23:39:20","+0000]","GET //wp-config.wp-config.php.swp HTTP/1.1",404,4096,"-","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:23:39:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:23:44:30","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:23:49:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"24.182.100.230","-","-","[04/Nov/2023:23:51:37","+0000]","GET //wp-config.php HTTP/1.1",404,4096,"-","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0",2023-11-04
"192.241.223.4","-","-","[04/Nov/2023:23:53:54","+0000]","GET /owa/auth/logon.aspx HTTP/1.1",404,3540,"-","Mozilla/5.0 zgrab/0.x",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:23:54:29","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"192.0.102.40","-","-","[04/Nov/2023:23:59:30","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-04
"93.162.98.150","-","-","[03/Nov/2023:00:00:22","+0000]","POST /wp-admin/admin-ajax.php HTTP/1.1",404,4180,"https://talmedos.com/wp-admin/edit.php?post_type=page","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-11-03
"93.162.98.150","-","-","[03/Nov/2023:00:00:37","+0000]","POST /wp-admin/admin-ajax.php HTTP/1.1",404,1025,"https://talmedos.com/wp-admin/edit.php?post_type=page","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-11-03
"93.162.98.150","-","-","[03/Nov/2023:00:02:02","+0000]","POST /wp-admin/admin-ajax.php HTTP/1.1",404,1025,"https://talmedos.com/wp-admin/post-new.php?post_type=page","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-11-03
"93.162.98.150","-","-","[03/Nov/2023:00:02:37","+0000]","POST /wp-admin/admin-ajax.php HTTP/1.1",404,1025,"https://talmedos.com/wp-admin/edit.php?post_type=page","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-11-03
"93.162.98.150","-","-","[03/Nov/2023:00:03:02","+0000]","POST /wp-admin/admin-ajax.php HTTP/1.1",404,1025,"https://talmedos.com/wp-admin/post-new.php?post_type=page","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-11-03
"93.162.98.150","-","-","[03/Nov/2023:00:03:44","+0000]","POST /wp-admin/admin-ajax.php HTTP/1.1",404,1025,"https://talmedos.com/wp-admin/edit.php?post_type=page","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-11-03
"93.162.98.150","-","-","[03/Nov/2023:00:03:59","+0000]","POST /wp-admin/admin-ajax.php HTTP/1.1",404,1025,"https://talmedos.com/wp-admin/edit.php?post_type=page","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-11-03
"192.0.102.40","-","-","[03/Nov/2023:00:04:27","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-03
"93.162.98.150","-","-","[03/Nov/2023:00:04:43","+0000]","POST /wp-admin/admin-ajax.php HTTP/1.1",404,1025,"https://talmedos.com/wp-admin/edit.php?post_type=page","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-11-03
"203.186.166.210","-","-","[03/Nov/2023:00:04:46","+0000]","GET //wp-config.dev HTTP/1.1",404,4096,"-","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0",2023-11-03
"93.162.98.150","-","-","[03/Nov/2023:00:04:58","+0000]","POST /wp-admin/admin-ajax.php HTTP/1.1",404,1025,"https://talmedos.com/wp-admin/edit.php?post_type=page","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-11-03
"93.162.98.150","-","-","[03/Nov/2023:00:05:02","+0000]","POST /wp-admin/admin-ajax.php HTTP/1.1",404,513,"https://talmedos.com/wp-admin/post-new.php?post_type=page","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-11-03
"93.162.98.150","-","-","[03/Nov/2023:00:06:10","+0000]","POST /wp-admin/admin-ajax.php HTTP/1.1",404,1025,"https://talmedos.com/wp-admin/edit.php?post_type=page","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-11-03
"93.162.98.150","-","-","[03/Nov/2023:00:06:20","+0000]","POST /wp-admin/admin-ajax.php HTTP/1.1",404,1025,"https://talmedos.com/wp-admin/post-new.php?post_type=page","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-11-03
"93.162.98.150","-","-","[03/Nov/2023:00:06:25","+0000]","POST /wp-admin/admin-ajax.php HTTP/1.1",404,1025,"https://talmedos.com/wp-admin/edit.php?post_type=page","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-11-03
"93.162.98.150","-","-","[03/Nov/2023:00:06:40","+0000]","POST /wp-admin/admin-ajax.php HTTP/1.1",404,1025,"https://talmedos.com/wp-admin/edit.php?post_type=page","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-11-03
"93.162.98.150","-","-","[03/Nov/2023:00:07:19","+0000]","POST /wp-admin/admin-ajax.php HTTP/1.1",404,1025,"https://talmedos.com/wp-admin/post-new.php?post_type=page","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-11-03
"93.162.98.150","-","-","[03/Nov/2023:00:07:48","+0000]","POST /wp-admin/admin-ajax.php HTTP/1.1",404,1025,"https://talmedos.com/wp-admin/edit.php?post_type=page","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-11-03
